Week,Year,North,South
1,1978,,
1,1979,14.94933333,6.807
1,1980,14.30533333,5.741666667
1,1981,14.356,6.057
1,1982,14.479,7.039
1,1983,14.253,6.508
1,1984,14.20066667,6.631
1,1985,14.1425,6.294
1,1986,14.164,7.645
1,1987,14.305,6.765
1,1988,,
1,1989,14.36471429,6.265571429
1,1990,14.33616667,6.417
1,1991,13.8084,6.8042
1,1992,14.0935,6.36125
1,1993,14.088,6.1815
1,1994,14.095,6.724
1,1995,14.28842857,6.973571429
1,1996,13.81916667,7.450333333
1,1997,13.78975,5.844
1,1998,14.128,6.043666667
1,1999,13.8545,6.445
1,2000,13.442,6.923
1,2001,13.51333333,6.278333333
1,2002,13.6244,6.4572
1,2003,13.7865,7.34825
1,2004,13.514,7.212333333
1,2005,13.16,6.822
1,2006,13.26057143,5.631571429
1,2007,13.2525,6.2735
1,2008,13.2276,8.6916
1,2009,13.212,7.788
1,2010,13.2185,7.3085
1,2011,12.896,6.843
1,2012,13.40928571,7.173285714
1,2013,13.0084,6.8508
1,2014,13.11225,8.32825
1,2015,13.10333333,9.273333333
1,2016,12.7635,6.816
1,2017,12.80428571,5.163285714
1,2018,12.67466667,6.018666667
1,2019,13.0196,5.0088
1,2020,13.12025,6.06425
1,2021,12.7105,6.5395
1,2022,13.291,5.651
1,2023,12.81071429,4.220714286
1,2024,13.44633333,5.654666667
1,2025,12.49775,6.7315
2,1978,,
2,1979,15.16166667,6.12
2,1980,14.59233333,5.067666667
2,1981,14.581,5.105666667
2,1982,14.83833333,6.388666667
2,1983,14.42233333,5.899666667
2,1984,14.362,5.50125
2,1985,14.46925,5.1485
2,1986,14.61125,6.584
2,1987,14.578,6.0695
2,1988,,
2,1989,14.80385714,5.089
2,1990,14.62628571,5.493857143
2,1991,14.07828571,5.997285714
2,1992,14.36228571,5.528428571
2,1993,14.32371429,5.485714286
2,1994,14.22128571,6.190285714
2,1995,14.40985714,6.039285714
2,1996,13.97642857,6.660857143
2,1997,14.20242857,4.874571429
2,1998,14.32957143,5.274
2,1999,14.053,5.867857143
2,2000,13.709,6.015
2,2001,14.01357143,5.624571429
2,2002,13.86657143,5.388285714
2,2003,14.10885714,6.685142857
2,2004,13.68814286,6.429428571
2,2005,13.33314286,6.234714286
2,2006,13.42128571,4.469571429
2,2007,13.35785714,5.297142857
2,2008,13.52985714,7.511857143
2,2009,13.50357143,6.981142857
2,2010,13.41485714,6.126
2,2011,13.08485714,6.226285714
2,2012,13.74657143,6.146428571
2,2013,13.32085714,6.210857143
2,2014,13.25757143,7.367714286
2,2015,13.18014286,8.534857143
2,2016,12.98542857,6.062857143
2,2017,12.89171429,4.313857143
2,2018,12.86085714,4.824
2,2019,13.34114286,4.341571429
2,2020,13.23414286,5.401857143
2,2021,12.93614286,5.891857143
2,2022,13.50314286,4.976571429
2,2023,13.26942857,3.521857143
2,2024,13.861,4.649285714
2,2025,12.82114286,5.779714286
3,1978,,
3,1979,15.5195,5.29
3,1980,14.91975,4.49725
3,1981,14.77125,4.3625
3,1982,15.13775,5.5285
3,1983,14.70025,4.953
3,1984,14.406,4.251
3,1985,14.71933333,4.218
3,1986,14.95766667,5.243
3,1987,14.76666667,5.19
3,1988,14.91,4.37425
3,1989,15.09357143,4.355285714
3,1990,14.82028571,4.575142857
3,1991,14.42485714,5.190714286
3,1992,14.57657143,4.689571429
3,1993,14.69928571,4.653714286
3,1994,14.55214286,5.256
3,1995,14.68571429,5.343714286
3,1996,14.18928571,5.761142857
3,1997,14.39171429,4.115714286
3,1998,14.617,4.411285714
3,1999,14.35685714,4.979714286
3,2000,13.96771429,4.956428571
3,2001,14.25914286,5.101428571
3,2002,14.30014286,4.515285714
3,2003,14.446,5.818142857
3,2004,14.06671429,5.713142857
3,2005,13.55428571,5.080428571
3,2006,13.39457143,3.797
3,2007,13.70414286,4.408
3,2008,13.85457143,6.212285714
3,2009,13.96628571,6.040714286
3,2010,13.732,4.954571429
3,2011,13.28371429,4.944857143
3,2012,13.67314286,5.258142857
3,2013,13.79328571,5.45
3,2014,13.591,6.361
3,2015,13.58285714,7.347
3,2016,13.488,4.907714286
3,2017,13.16371429,3.395857143
3,2018,13.14557143,3.871857143
3,2019,13.553,3.744714286
3,2020,13.56928571,4.518714286
3,2021,13.38757143,5.069
3,2022,13.74814286,4.203714286
3,2023,13.50357143,3.030571429
3,2024,13.97128571,3.618857143
3,2025,13.10914286,4.605428571
4,1978,,
4,1979,15.70333333,4.396666667
4,1980,15.18166667,3.967333333
4,1981,15.097,3.851333333
4,1982,15.23933333,4.791666667
4,1983,15.12666667,4.329333333
4,1984,14.7345,3.46425
4,1985,15.01825,3.5885
4,1986,15.23675,4.45675
4,1987,15.168,4.559
4,1988,15.06214286,3.931285714
4,1989,15.38857143,3.776285714
4,1990,15.04142857,3.911714286
4,1991,14.68728571,4.620571429
4,1992,14.86228571,4.090428571
4,1993,15.20228571,3.886857143
4,1994,14.87128571,4.571
4,1995,14.80114286,4.734857143
4,1996,14.43557143,4.805571429
4,1997,14.68685714,3.565428571
4,1998,14.903,3.928714286
4,1999,14.42,4.277571429
4,2000,14.33771429,4.335
4,2001,14.614,4.603714286
4,2002,14.65257143,3.94
4,2003,14.624,5.062571429
4,2004,14.24757143,5.051285714
4,2005,13.74271429,4.141285714
4,2006,13.61185714,3.265
4,2007,14.12914286,3.693142857
4,2008,14.27957143,5.242428571
4,2009,14.20785714,4.909142857
4,2010,13.882,4.370428571
4,2011,13.57171429,3.775142857
4,2012,13.95571429,4.611714286
4,2013,14.07828571,4.846
4,2014,13.94642857,5.445285714
4,2015,13.84828571,5.776
4,2016,13.66514286,3.942
4,2017,13.678,2.804428571
4,2018,13.31914286,3.177
4,2019,13.85485714,3.304428571
4,2020,13.93828571,3.946857143
4,2021,13.79971429,4.233142857
4,2022,14.01685714,3.576142857
4,2023,13.665,2.560857143
4,2024,14.20057143,2.975857143
4,2025,13.467,3.871714286
5,1978,,
5,1979,15.84625,3.7805
5,1980,15.3185,3.507
5,1981,15.431,3.53875
5,1982,15.597,4.05175
5,1983,15.4245,3.922
5,1984,15.00866667,3.064333333
5,1985,15.244,3.266666667
5,1986,15.21366667,3.858
5,1987,15.65266667,4.013666667
5,1988,15.17157143,3.468142857
5,1989,15.38414286,3.406428571
5,1990,15.27885714,3.549
5,1991,14.79928571,4.097428571
5,1992,15.19428571,3.573142857
5,1993,15.509,3.312
5,1994,15.174,3.975285714
5,1995,15.03642857,4.171714286
5,1996,14.68428571,3.930714286
5,1997,14.83271429,3.123142857
5,1998,15.28642857,3.569
5,1999,14.66728571,3.838285714
5,2000,14.76714286,3.74
5,2001,14.80171429,4.207
5,2002,15.001,3.499142857
5,2003,14.80914286,4.398
5,2004,14.32285714,4.473142857
5,2005,13.96842857,3.641714286
5,2006,14.02128571,2.886571429
5,2007,14.266,3.276428571
5,2008,14.56314286,4.431428571
5,2009,14.27785714,4.006714286
5,2010,14.01857143,3.897285714
5,2011,13.83414286,3.189285714
5,2012,14.07914286,4.218714286
5,2013,14.30085714,4.341142857
5,2014,14.18557143,4.731428571
5,2015,14.01185714,4.711857143
5,2016,13.82471429,3.448857143
5,2017,13.80171429,2.479428571
5,2018,13.65257143,2.733285714
5,2019,14.04971429,3.001285714
5,2020,14.19385714,3.513
5,2021,14.009,3.614285714
5,2022,14.14242857,3.053571429
5,2023,13.79385714,2.194428571
5,2024,14.19142857,2.453428571
5,2025,13.51657143,3.231285714
6,1978,,
6,1979,15.874,3.301666667
6,1980,15.76233333,3.117
6,1981,15.646,3.207333333
6,1982,15.84233333,3.527666667
6,1983,15.712,3.543
6,1984,15.089,2.82925
6,1985,15.43325,2.9605
6,1986,15.507,3.47025
6,1987,15.88125,3.57325
6,1988,15.48185714,3.158571429
6,1989,15.51271429,3.135285714
6,1990,15.38557143,3.197
6,1991,14.886,3.560714286
6,1992,15.41357143,3.216428571
6,1993,15.49942857,2.827428571
6,1994,15.42457143,3.487285714
6,1995,15.22285714,3.685714286
6,1996,15.04314286,3.281285714
6,1997,15.288,2.782285714
6,1998,15.62571429,3.261
6,1999,14.99257143,3.470714286
6,2000,15.00428571,3.336857143
6,2001,14.95942857,3.761285714
6,2002,15.19,3.200714286
6,2003,14.91071429,3.984714286
6,2004,14.50657143,3.973
6,2005,14.091,3.238142857
6,2006,14.302,2.726571429
6,2007,14.333,3.001714286
6,2008,14.80785714,3.994571429
6,2009,14.59428571,3.380857143
6,2010,14.25957143,3.481714286
6,2011,14.11614286,2.889428571
6,2012,14.30371429,3.817142857
6,2013,14.47914286,3.957
6,2014,14.30614286,4.261142857
6,2015,14.252,4.207714286
6,2016,14.00371429,3.052285714
6,2017,13.89785714,2.376571429
6,2018,13.851,2.389142857
6,2019,14.10814286,2.849714286
6,2020,14.47814286,3.183571429
6,2021,14.27342857,3.192428571
6,2022,14.47471429,2.711571429
6,2023,14.03642857,1.980714286
6,2024,14.37828571,2.221285714
6,2025,13.445,2.745
7,1978,,
7,1979,16.2635,2.97975
7,1980,15.99425,2.80125
7,1981,15.48425,2.84925
7,1982,15.807,3.14975
7,1983,15.82675,3.145
7,1984,15.31333333,2.606
7,1985,15.483,2.725333333
7,1986,15.79033333,3.208666667
7,1987,15.92866667,3.261333333
7,1988,15.30742857,2.957714286
7,1989,15.40757143,2.784714286
7,1990,15.51657143,2.986714286
7,1991,15.24885714,3.188285714
7,1992,15.39571429,2.884285714
7,1993,15.762,2.482714286
7,1994,15.51071429,3.196142857
7,1995,15.21371429,3.398857143
7,1996,15.146,2.932142857
7,1997,15.47,2.449714286
7,1998,15.61542857,3.038
7,1999,15.28357143,3.018285714
7,2000,15.14557143,2.939571429
7,2001,15.24571429,3.524857143
7,2002,15.31585714,2.892857143
7,2003,15.08957143,3.749
7,2004,14.88,3.603857143
7,2005,14.21014286,2.998285714
7,2006,14.43571429,2.610428571
7,2007,14.53471429,2.809
7,2008,14.876,3.784
7,2009,14.83071429,3.005285714
7,2010,14.40471429,3.094428571
7,2011,14.258,2.601571429
7,2012,14.65057143,3.493714286
7,2013,14.71457143,3.777142857
7,2014,14.301,3.756285714
7,2015,14.44428571,3.727857143
7,2016,14.17842857,2.789285714
7,2017,14.17485714,2.267285714
7,2018,13.86857143,2.267285714
7,2019,14.38857143,2.647
7,2020,14.60357143,2.933428571
7,2021,14.47728571,2.923285714
7,2022,14.43071429,2.315857143
7,2023,14.227,1.852
7,2024,14.61314286,2.033571429
7,2025,,
8,1978,,
8,1979,16.31733333,2.939666667
8,1980,16.11033333,2.609666667
8,1981,15.63266667,2.702
8,1982,16.00066667,2.949666667
8,1983,16.02766667,2.958666667
8,1984,15.48175,2.52575
8,1985,15.4465,2.67325
8,1986,15.916,3.048
8,1987,16.14375,3.061
8,1988,15.47385714,2.799428571
8,1989,15.54257143,2.805571429
8,1990,15.70071429,2.850142857
8,1991,15.48714286,2.909142857
8,1992,15.54042857,2.603571429
8,1993,15.73185714,2.323714286
8,1994,15.55442857,3.104714286
8,1995,15.27471429,3.376857143
8,1996,15.38857143,2.687428571
8,1997,15.56942857,2.326714286
8,1998,15.78742857,2.858428571
8,1999,15.41842857,2.765285714
8,2000,15.02757143,2.674714286
8,2001,15.36857143,3.473571429
8,2002,15.52014286,2.736142857
8,2003,15.37914286,3.668285714
8,2004,15.06357143,3.359714286
8,2005,14.431,2.854142857
8,2006,14.32028571,2.532142857
8,2007,14.66728571,2.761142857
8,2008,15.01371429,3.785428571
8,2009,14.90557143,2.762714286
8,2010,14.74742857,2.867714286
8,2011,14.46057143,2.415
8,2012,14.74457143,3.191
8,2013,14.82842857,3.708571429
8,2014,14.50485714,3.591571429
8,2015,14.42485714,3.605571429
8,2016,14.197,2.648428571
8,2017,14.35371429,2.194142857
8,2018,14.09857143,2.219428571
8,2019,14.62928571,2.526142857
8,2020,14.72171429,2.750428571
8,2021,14.41957143,2.719142857
8,2022,14.642,2.087857143
8,2023,14.31528571,1.804285714
8,2024,14.79642857,2.007857143
8,2025,,
9,1978,,
9,1979,16.5555,3.10975
9,1980,16.13325,2.57325
9,1981,15.671,2.776
9,1982,16.218,2.942
9,1983,16.25925,2.89525
9,1984,15.51966667,2.533666667
9,1985,15.697,2.959666667
9,1986,15.975,3.001666667
9,1987,16.272,3.077
9,1988,15.89957143,2.716142857
9,1989,15.65142857,3.056857143
9,1990,15.99871429,2.894142857
9,1991,15.562,2.599571429
9,1992,15.50485714,2.564714286
9,1993,15.71371429,2.373428571
9,1994,15.68314286,3.108
9,1995,15.318,3.576714286
9,1996,15.22871429,2.743
9,1997,15.50014286,2.308571429
9,1998,15.95471429,2.800857143
9,1999,15.47685714,2.738571429
9,2000,15.23685714,2.832285714
9,2001,15.60857143,3.737428571
9,2002,15.40457143,2.916571429
9,2003,15.48014286,3.674714286
9,2004,15.167,3.402714286
9,2005,14.55371429,2.888571429
9,2006,14.426,2.597714286
9,2007,14.68585714,3.022285714
9,2008,15.25914286,3.954
9,2009,14.91557143,2.813428571
9,2010,14.80271429,3.050285714
9,2011,14.494,2.344857143
9,2012,15.03728571,3.282142857
9,2013,15.089,3.839142857
9,2014,14.61371429,3.648714286
9,2015,14.48142857,3.654571429
9,2016,14.29285714,2.735
9,2017,14.33557143,2.121142857
9,2018,14.24828571,2.338857143
9,2019,14.59671429,2.473714286
9,2020,14.81142857,2.747857143
9,2021,14.32342857,2.776142857
9,2022,14.81685714,1.977428571
9,2023,14.53228571,1.873571429
9,2024,14.82871429,2.303
9,2025,,
10,1978,,
10,1979,16.55033333,3.300666667
10,1980,16.27966667,2.818333333
10,1981,15.66666667,2.746
10,1982,16.28066667,3.155666667
10,1983,16.07,3.129333333
10,1984,15.5485,3.064
10,1985,15.665,3.2265
10,1986,16.0395,2.99875
10,1987,15.91225,3.348
10,1988,16.13257143,2.873428571
10,1989,15.55771429,3.413857143
10,1990,16.03942857,3.18
10,1991,15.41771429,2.745857143
10,1992,15.43685714,2.796142857
10,1993,15.809,2.389428571
10,1994,15.705,3.444571429
10,1995,15.29742857,4.002142857
10,1996,15.29457143,3.261
10,1997,15.403,2.633571429
10,1998,15.73871429,2.970714286
10,1999,15.25614286,2.821
10,2000,15.41685714,3.034285714
10,2001,15.60542857,4.126714286
10,2002,15.46157143,3.232285714
10,2003,15.50614286,3.726
10,2004,15.08314286,3.716571429
10,2005,14.855,3.154285714
10,2006,14.63014286,2.730571429
10,2007,14.70728571,3.347714286
10,2008,15.22014286,4.374285714
10,2009,15.131,3.382428571
10,2010,15.06857143,3.218571429
10,2011,14.51242857,2.525142857
10,2012,15.214,3.716857143
10,2013,15.03171429,4.299142857
10,2014,14.71614286,3.989285714
10,2015,14.386,3.896714286
10,2016,14.414,2.868571429
10,2017,14.37028571,2.257428571
10,2018,14.22314286,2.681428571
10,2019,14.69471429,2.622285714
10,2020,14.98771429,2.914571429
10,2021,14.72414286,3.467571429
10,2022,14.74328571,2.076
10,2023,14.56057143,2.192
10,2024,14.78257143,2.720142857
10,2025,,
11,1978,,
11,1979,16.426,3.6475
11,1980,16.042,3.12375
11,1981,15.70875,3.044
11,1982,16.134,3.587
11,1983,16.14825,3.49975
11,1984,15.67333333,3.432666667
11,1985,15.874,3.466333333
11,1986,16.10533333,3.244
11,1987,15.77833333,3.744333333
11,1988,16.25442857,3.381571429
11,1989,15.343,3.814857143
11,1990,16.09814286,3.722857143
11,1991,15.47357143,3.306142857
11,1992,15.524,3.076
11,1993,15.94642857,2.910571429
11,1994,15.56528571,3.818571429
11,1995,15.172,4.536714286
11,1996,15.19685714,3.935857143
11,1997,15.42442857,3.113714286
11,1998,15.74142857,3.742571429
11,1999,15.32828571,3.279428571
11,2000,15.34142857,3.533714286
11,2001,15.63057143,4.655428571
11,2002,15.558,3.611142857
11,2003,15.34042857,4.087
11,2004,15.14528571,4.063714286
11,2005,14.93857143,3.522428571
11,2006,14.44528571,2.989285714
11,2007,14.62357143,3.725142857
11,2008,15.26842857,4.875857143
11,2009,14.89485714,3.875714286
11,2010,15.11685714,3.612428571
11,2011,14.62285714,2.954714286
11,2012,15.19028571,4.410571429
11,2013,15.14742857,4.866428571
11,2014,14.78585714,4.476857143
11,2015,14.319,4.425857143
11,2016,14.38285714,3.243428571
11,2017,14.34485714,2.593428571
11,2018,14.434,3.289857143
11,2019,14.779,2.905
11,2020,14.94985714,3.613571429
11,2021,14.75571429,4.055714286
11,2022,14.709,2.381285714
11,2023,14.37757143,2.604142857
11,2024,14.98842857,3.032571429
11,2025,,
12,1978,,
12,1979,16.37766667,4.279666667
12,1980,15.97966667,3.374666667
12,1981,15.64,3.431333333
12,1982,15.93266667,4.297
12,1983,16.23166667,3.956333333
12,1984,15.6705,3.8735
12,1985,16.08225,3.85125
12,1986,15.881,3.8675
12,1987,15.8295,4.16475
12,1988,15.95585714,4.107571429
12,1989,15.38085714,4.287142857
12,1990,15.71557143,4.332714286
12,1991,15.42471429,4.155571429
12,1992,15.45042857,3.607857143
12,1993,15.80942857,3.859
12,1994,15.53428571,4.502571429
12,1995,15.25,5.079857143
12,1996,15.03228571,4.508285714
12,1997,15.59542857,3.608857143
12,1998,15.578,4.287428571
12,1999,15.37171429,4.160142857
12,2000,15.20528571,3.964142857
12,2001,15.48357143,5.056857143
12,2002,15.31628571,3.904428571
12,2003,15.55628571,4.577428571
12,2004,14.942,4.608714286
12,2005,14.71457143,4.016285714
12,2006,14.32171429,3.496714286
12,2007,14.43942857,4.000714286
12,2008,15.15257143,5.559428571
12,2009,14.96985714,4.627428571
12,2010,15.13514286,3.823142857
12,2011,14.61028571,3.395571429
12,2012,15.23314286,5.010142857
12,2013,15.04142857,5.282571429
12,2014,14.93485714,5.009
12,2015,14.35371429,5.128428571
12,2016,14.45414286,3.941714286
12,2017,14.17357143,2.985714286
12,2018,14.28885714,3.983571429
12,2019,14.59157143,3.353857143
12,2020,14.85171429,4.223714286
12,2021,14.71085714,4.499571429
12,2022,14.51142857,2.741857143
12,2023,14.40171429,3.165142857
12,2024,14.87814286,3.228285714
12,2025,,
13,1978,,
13,1979,15.97275,5.08275
13,1980,15.93625,3.72475
13,1981,15.55925,3.9685
13,1982,15.90325,5.05475
13,1983,16.05225,4.532
13,1984,15.47866667,4.478666667
13,1985,16.001,4.354
13,1986,15.667,4.455666667
13,1987,15.74666667,4.761
13,1988,15.77257143,4.520285714
13,1989,15.24242857,4.800571429
13,1990,15.536,5.070285714
13,1991,15.32,5.126142857
13,1992,15.554,4.294285714
13,1993,15.74128571,4.572
13,1994,15.46114286,5.172571429
13,1995,15.28414286,5.601571429
13,1996,14.95714286,5.193142857
13,1997,15.47114286,4.297285714
13,1998,15.39957143,4.897714286
13,1999,15.52385714,4.758857143
13,2000,15.066,4.499428571
13,2001,15.28385714,5.475857143
13,2002,15.106,4.327428571
13,2003,15.55085714,5.194428571
13,2004,14.93228571,5.060714286
13,2005,14.43785714,4.567285714
13,2006,14.23814286,4.189285714
13,2007,14.331,4.574285714
13,2008,15.09514286,6.164285714
13,2009,15.00214286,5.265714286
13,2010,15.12271429,4.120571429
13,2011,14.461,3.788571429
13,2012,15.15442857,5.580428571
13,2013,14.91228571,5.776142857
13,2014,14.66757143,5.869428571
13,2015,14.43642857,5.829857143
13,2016,14.48485714,4.804
13,2017,14.209,3.431285714
13,2018,14.24628571,4.694285714
13,2019,14.30357143,3.841142857
13,2020,14.36485714,4.746285714
13,2021,14.60242857,5.112428571
13,2022,14.50642857,3.223285714
13,2023,14.28985714,3.957428571
13,2024,14.89842857,3.799
13,2025,,
14,1978,,
14,1979,15.66533333,5.875666667
14,1980,15.71933333,4.260333333
14,1981,15.38066667,4.461666667
14,1982,15.95266667,5.980666667
14,1983,15.887,4.980333333
14,1984,15.288,5.24525
14,1985,15.61525,5.016
14,1986,15.58375,5.2245
14,1987,15.66125,5.27575
14,1988,15.59614286,4.892571429
14,1989,14.93771429,5.261142857
14,1990,15.47728571,5.912
14,1991,15.41371429,5.812714286
14,1992,15.27628571,5.054571429
14,1993,15.62385714,5.116714286
14,1994,15.49271429,5.865285714
14,1995,14.97714286,6.271571429
14,1996,14.65,5.891428571
14,1997,15.19885714,4.950142857
14,1998,15.43457143,5.438428571
14,1999,15.53671429,5.362285714
14,2000,15.14371429,5.080285714
14,2001,15.11714286,5.885571429
14,2002,14.72114286,4.797571429
